title	author	publication_year	author_gender	century	id	number_of_sentences	number_of_words
Cervantes, Dom Quixote e outras e-crônicas do nosso tempo	Salomão Rovedo	2007.0	Male	2000	70018	1029.0	28599.0
Chapada das Mulatas: postagens de um blogueiro	Jeferson Francisco Selbach	2017.0	Male	2000	88448	2231.0	51116.0
Chapéus de palha, panamás, plumas, cartolas	Sylvia Helena Telarolli de Almeida Leite	2017.0	Female	2000	17826	3084.0	101320.0
Charneca em flor	Florbela Espanca	1931.0	Female	1900	7531	367.0	6734.0
Chico	Artur Azevedo	1904.0	Male	1900	7451	82.0	1602.0
Chico Science: a rapsódia afrociberdélica	Moisés Neto	2017.0	Male	2000	104173	1933.0	50402.0
Chorando	Auta de Sousa	1918.0	Female	1900	81692	17.0	195.0
Cinco Minutos	José de Alencar	1856.0	Male	1800	1836	727.0	17142.0
Cinco Mulheres	Machado de Assis	1865.0	Male	1800	17379	467.0	6575.0
Cinco minutos	José de Alencar	1856.0	Male	1800	2019	726.0	16687.0
Ciúme	Auta de Sousa	1918.0	Female	1900	81710	13.0	204.0
Clara	Casimiro de Abreu	1855.0	Male	1800	84566	12.0	190.0
Clara dos Anjos	Afonso Henriques de Lima Barreto	1922.0	Male	1900	16815	2857.0	59977.0
Clepsidra	Camilo Pessanha	1920.0	Male	1900	1783	381.0	6145.0
Cobras em compota. (Coleção literatura para todos; v.2)	Índigo	2007.0	Male	2000	50033	1280.0	17342.0
Coisas que Só Eu Sei	Camilo Castelo Branco	1866.0	Male	1800	1780	823.0	16023.0
Comadre Morte	Adolfo Coelho	1875.0	Male	1800	81603	27.0	508.0
Comes e Bebes	Artur Azevedo	1904.0	Male	1900	7452	50.0	1347.0
Como e por que sou Romancista	José de Alencar	1873.0	Male	1800	1837	407.0	11391.0
Como o Diabo as Arma!	Artur Azevedo	1904.0	Male	1900	7453	58.0	892.0
Como se fazia um Deputado	França Júnior	1879.0	Male	1800	16635	1295.0	13938.0
Como se inventaram os almanaques	Machado de Assis	1884.0	Male	1800	17380	108.0	1745.0
Confissões de uma Viúva	Machado de Assis	1865.0	Male	1800	1883	738.0	8997.0
Confissões de uma Viúva Moça	Machado de Assis	1865.0	Male	1800	16927	694.0	8735.0
Conjugo Vobis	Artur Azevedo	1904.0	Male	1900	7454	39.0	826.0
Consolo Supremo	Auta de Sousa	1918.0	Female	1900	81721	10.0	218.0
Construção da figura religiosa no romance de cavalaria	Marcia Maria de Medeiros	2012.0	Female	2000	151167	2698.0	76399.0
Conto Alexandrino	Machado de Assis	1884.0	Male	1800	1909	161.0	3616.0
Conto de Escola	Machado de Assis	1884.0	Male	1800	16928	196.0	3470.0
Contos	José Maria Eça de Queirós	1902.0	Male	1900	2742	1429.0	26222.0
Contos Fluminenses	Machado de Assis	1870.0	Male	1800	1878	4793.0	66472.0
Contos Fora da Moda	Artur Azevedo	1904.0	Male	1900	16566	2136.0	31948.0
Contos Fora de Moda	Artur Azevedo	1904.0	Male	1900	1757	2191.0	32210.0
Contos Gauchescos	João Simões Lopes Neto	1912.0	Male	1900	1829	1877.0	39936.0
Contos avulsos	Antônio de Alcântara Machado	1926.0	Male	1900	7386	1396.0	14865.0
Contos de Lima Barreto	Afonso Henriques de Lima Barreto	1920.0	Male	1900	2140	1533.0	31032.0
Contos para Velhos	Olavo Bilac	1901.0	Male	1900	2061	440.0	7031.0
Contos, cartas, frases e poemas	Djalma de Freitas Pinheiro	2017.0	Male	2000	174701	416.0	19683.0
Contrastes e Confrontos	Euclides da Cunha	1907.0	Male	1900	1796	1395.0	49229.0
Conversa pra boi dormir: um pouco de castelo na minha lembrança	José Antônio Caliman	2017.0	Male	2000	86422	372.0	12321.0
Conversão de um avaro	Machado de Assis	1884.0	Male	1800	17382	507.0	6808.0
Coração, Cabeça e Estômago	Camilo Castelo Branco	1862.0	Male	1800	1781	2675.0	55430.0
Correspondência	Emílio de Meneses	1900.0	Male	1900	17344	27.0	1063.0
Correspondência de Machado de Assis	Machado de Assis	1860.0	Male	1800	17384	3001.0	49101.0
Coup D'Étrier	Antônio Frederico de Castro Alves	1871.0	Male	1800	86834	26.0	463.0
Crianças	Auta de Sousa	1918.0	Female	1900	81712	52.0	779.0
Crisfal	Cristóvão Falcão	1554.0	Male	1500	16612	205.0	5678.0
Crisálidas	Machado de Assis	1864.0	Male	1800	16929	771.0	18064.0
Críticas Teatrais	Machado de Assis	1860.0	Male	1800	1887	956.0	23759.0
Crônica do Viver Baiano Seiscentista - A Nossa Sé da Bahia	Gregório de Matos	1682.0	Male	1600	16657	406.0	15587.0
Crônica do Viver Baiano Seiscentista - O Burgo	Gregório de Matos	1682.0	Male	1600	16655	193.0	5462.0
Crônica do Viver Baiano Seiscentista - Os Homens Bons	Gregório de Matos	1682.0	Male	1600	16656	369.0	10979.0
Crônica do viver Baiano Seiscentista - a cidade e seus pícaros - Betica	Gregório de Matos	1682.0	Male	1600	19638	114.0	3586.0
Crônica do viver Baiano Seiscentista - a cidade e seus pícaros - alguns passos discretos e tristes	Gregório de Matos	1682.0	Male	1600	19639	245.0	7669.0
Crônica do viver baiano seiscentista - a cidade e seus pícaros - Antônia	Gregório de Matos	1682.0	Male	1600	19626	63.0	1701.0
Crônica do viver baiano seiscentista - a cidade e seus pícaros - Bárbora ou Babu	Gregório de Matos	1682.0	Male	1600	19623	129.0	3935.0
Crônica do viver baiano seiscentista - a cidade e seus pícaros - Cota	Gregório de Matos	1682.0	Male	1600	19591	48.0	1480.0
Crônica do viver baiano seiscentista - a cidade e seus pícaros - Custódia	Gregório de Matos	1682.0	Male	1600	19620	39.0	985.0
Crônica do viver baiano seiscentista - a cidade e seus pícaros - Joana	Gregório de Matos	1682.0	Male	1600	19643	27.0	775.0
Crônica do viver baiano seiscentista - a cidade e seus pícaros - Letrados	Gregório de Matos	1682.0	Male	1600	19599	149.0	5280.0
Crônica do viver baiano seiscentista - a cidade e seus pícaros - Mariana, apelidada a rola	Gregório de Matos	1682.0	Male	1600	19641	98.0	3309.0
Crônica do viver baiano seiscentista - a cidade e seus pícaros - Pança farta e pé dormente	Gregório de Matos	1682.0	Male	1600	19595	270.0	11413.0
Crônica do viver baiano seiscentista - a cidade e seus pícaros - a freira:ralo, roda e grade	Gregório de Matos	1682.0	Male	1600	19634	185.0	5672.0
Crônica do viver baiano seiscentista - a cidade e seus pícaros - andanças de uma viola de cabaça	Gregório de Matos	1682.0	Male	1600	19644	1382.0	44827.0
Crônica do viver baiano seiscentista - a cidade e seus pícaros - briga, briga	Gregório de Matos	1682.0	Male	1600	19628	92.0	3957.0
Crônica do viver baiano seiscentista - cidade e seus pícaros - Adãos de Massapê	Gregório de Matos	1682.0	Male	1600	19633	32.0	727.0
Crônica do viver baiano seiscentista - cidade e seus pícaros - Brites	Gregório de Matos	1682.0	Male	1600	19637	206.0	6615.0
Crônica do viver baiano seiscentista - cidade e seus pícaros - Maria João	Gregório de Matos	1682.0	Male	1600	19631	25.0	1098.0
Crônica do viver baiano seiscentista - cidade e seus pícaros - Teresa	Gregório de Matos	1682.0	Male	1600	19629	115.0	3321.0
Crônica do viver baiano seiscentista - cidade e seus pícaros - opúsculo de Pedro Alz. da Neyva	Gregório de Matos	1682.0	Male	1600	19635	144.0	4965.0
Crônica do viver baiano seiscentista - cidade e seus pícaros - Ângela	Gregório de Matos	1682.0	Male	1600	19587	278.0	7491.0
Crônica do viver baiano seiscentista - os homens bons - a nossa sé da Bahia	Gregório de Matos	1682.0	Male	1600	19578	466.0	16868.0
Crônica do viver baiano seiscentista - os homens bons - espada e espadilha	Gregório de Matos	1682.0	Male	1600	19580	188.0	6816.0
Crônica do viver baiano seiscentista - os homens bons - juízes do Iguaraçu	Gregório de Matos	1682.0	Male	1600	19581	140.0	4483.0
Crônica do viver baiano seiscentista - os homens bons - pessoas beneméritas	Gregório de Matos	1682.0	Male	1600	19576	515.0	15112.0
Crônica do viver baiano seiscentista - os homens bons - pessoas muito principais	Gregório de Matos	1682.0	Male	1600	19571	404.0	11358.0
Crônica do viver baiano seiscentista - os homens bons - santos unhates	Gregório de Matos	1682.0	Male	1600	19583	73.0	2444.0
Crônica do viver baiano seiscentista -os homens bons - a musa praguejadora	Gregório de Matos	1682.0	Male	1600	19584	373.0	10004.0
Crônicas	Afonso Henriques de Lima Barreto	1919.0	Male	1900	7555	1295.0	29531.0
Crônicas de Londres	José Maria Eça de Queirós	1870.0	Male	1800	14018	1901.0	53670.0
Culto Métrico	Cláudio Manuel da Costa (Glauceste Satúrnio)	1768.0	Male	1700	16550	29.0	912.0
Cultura e Opulência do Brasil por suas Drogas e Minas	Pe. André João Antonil	1711.0	Male	1700	1737	2101.0	80726.0
Curiosidades e Factos Notaveis do Ceará	J. G. Dias Sobreira	1875.0	Male	1800	5973	1203.0	25573.0
Curta história	Machado de Assis	1884.0	Male	1800	17880	64.0	1213.0
Cândido	François-Marie Arouet (Voltaire)	1759.0	Male	1700	2239	1808.0	36670.0
Céus e terras do Brasil	Visconde de Taunay	1875.0	Male	1800	43338	802.0	23263.0
D. Benedita	Machado de Assis	1884.0	Male	1800	1943	457.0	9019.0
D. Jucunda	Machado de Assis	1884.0	Male	1800	17876	239.0	4374.0
D. Mônica	Machado de Assis	1884.0	Male	1800	17387	644.0	8997.0
D. Paula	Machado de Assis	1884.0	Male	1800	16934	183.0	3817.0
D. Pedro	Alexandre Herculano	1843.0	Male	1800	7396	22.0	606.0
Da Literatura fantástica (teorias e contos)	Marcio Cícero de Sá	2017.0	Male	2000	86745	1953.0	57221.0
Da mais alta janela da minha casa	Alberto Caeiro da Silva	1914.0	Male	1900	82158	15.0	213.0
Dadá	Auta de Sousa	1918.0	Female	1900	81729	31.0	604.0
Dalila	Antônio Frederico de Castro Alves	1871.0	Male	1800	86835	36.0	574.0
De Cima para Baixo	Artur Azevedo	1904.0	Male	1900	7455	74.0	1185.0
De Jerssey a Granville	Alexandre Herculano	1843.0	Male	1800	81914	303.0	9053.0
De joelhos	Auta de Sousa	1918.0	Female	1900	81726	12.0	265.0
De joelhos	Casimiro de Abreu	1855.0	Male	1800	84567	18.0	328.0
De que morredes, filha, a do corpo velido?	Dom Dinis	1300.0	Male	1300	86554	15.0	174.0
Decadência de dois grandes homens	Machado de Assis	1884.0	Male	1800	17388	342.0	5207.0
Demônios	Aluísio Azevedo	1893.0	Male	1800	7413	562.0	10192.0
Dentro da noite	João do Rio	1906.0	Male	1900	2076	4519.0	60171.0
Denúncia Involuntária	Artur Azevedo	1904.0	Male	1900	7456	51.0	696.0
Desconexo desejo	Hilário Pio	2017.0	Male	2000	105131	11.0	146.0
Descrição da Ilha de Itaparica	Frei Manuel de Santa Maria Itaparica	1673.0	Male	1600	1987	87.0	3819.0
Desencantos	Machado de Assis	1864.0	Male	1800	17390	951.0	9326.0
Desespero	Antônio Frederico de Castro Alves	1871.0	Male	1800	86630	84.0	613.0
Deste modo ou daquele modo	Alberto Caeiro da Silva	1914.0	Male	1900	82165	14.0	335.0
Diana	Machado de Assis	1884.0	Male	1800	17392	291.0	4360.0
Dirceu de Marília	Joaquim Norberto de Souza e Silva	1844.0	Male	1800	2079	496.0	11525.0
Discurso de Posse na ABL	Emílio de Meneses	1900.0	Male	1900	17346	124.0	3306.0
Discurso sobre a História da Literatura do Brasil	Domingos Gonçalves de Magalhães	1836.0	Male	1800	2080	217.0	7525.0
Dispersão	Mário de Sá-Carneiro	1914.0	Male	1900	19245	121.0	2755.0
Diva	José de Alencar	1864.0	Male	1800	2033	2653.0	41078.0
Dizem que em cada coisa uma coisa oculta mora	Alberto Caeiro da Silva	1914.0	Male	1900	82166	20.0	290.0
Dizes-me: tu és mais alguma cousa	Alberto Caeiro da Silva	1914.0	Male	1900	82167	27.0	312.0
Dizia la fremozinha	Afonso Sanches	1250.0	Male	1200	82042	18.0	117.0
Diálogo dos ecos	Antônio Frederico de Castro Alves	1871.0	Male	1800	86631	70.0	561.0
Diálogos das Grandezas do Brasil	Izaak Walton	1599.0	Male	1500	1736	1417.0	78971.0
Diário íntimo	Afonso Henriques de Lima Barreto	1919.0	Male	1900	2078	4501.0	71700.0
Do Livro do Desassossego	Fernando Pessoa	1982.0	Male	1900	16740	394.0	7533.0
Dois proveitos em um saco	França Júnior	1879.0	Male	1800	7537	451.0	4761.0
Dom Casmurro	Machado de Assis	1899.0	Male	1800	16931	4082.0	78035.0
Don Quixote. Vol. 1	Miguel de Cervantes Saavedra	1605.0	Male	1600	17707	4981.0	212687.0
Don Quixote. Vol. 2	Miguel de Cervantes Saavedra	1605.0	Male	1600	17708	4766.0	208263.0
Dona Eulália	Artur Azevedo	1904.0	Male	1900	7457	81.0	1238.0
Dona Guidinha do Poço	Manuel de Oliveira Paiva	1885.0	Male	1800	16998	4149.0	67897.0
Dores	Casimiro de Abreu	1855.0	Male	1800	84569	33.0	665.0
Duas Apostas	Artur Azevedo	1904.0	Male	1900	7458	34.0	577.0
Duas Juízas	Machado de Assis	1865.0	Male	1800	16932	98.0	2077.0
Dívida Extinta	Machado de Assis	1884.0	Male	1800	17393	590.0	8779.0
Eficiência Militar	Afonso Henriques de Lima Barreto	1919.0	Male	1900	16816	38.0	1071.0
Elefantes e Ursos	Artur Azevedo	1904.0	Male	1900	7459	31.0	559.0
Elogio da vaidade	Machado de Assis	1884.0	Male	1800	17396	141.0	2650.0
Em Sonhos	Artur Azevedo	1904.0	Male	1900	7460	52.0	611.0
Em busca dos contos perdidos	Mariza B. T. Mendes	2017.0	Female	2000	17829	1924.0	51308.0
En grave día, senhor, que vos oí	Dom Dinis	1300.0	Male	1300	86591	12.0	183.0
Encarnação	José de Alencar	1893.0	Male	1800	2031	1790.0	34013.0
Encher tempo	Machado de Assis	1876.0	Male	1800	17398	735.0	12989.0
Encontros Reveladores	Artur Azevedo	1904.0	Male	1900	7461	35.0	838.0
Ensaio Histórico sobre as Letras no Brasil	Francisco Adolfo de Varnhagen	1857.0	Male	1800	2083	345.0	11422.0
Entre 1892 e 1894	Machado de Assis	1894.0	Male	1800	1937	34.0	1029.0
