title	author	publication_year	author_gender	century	id	number_of_sentences	number_of_words
Reliquiae	Florbela Espanca	1934.0	Female	1900	7533	230.0	3879.0
Relíquias da Casa Velha	Machado de Assis	1906.0	Male	1900	16974	2238.0	43160.0
Remissão de Pecados	Joaquim Manuel de Macedo	1878.0	Male	1800	2159	1838.0	24434.0
Renascimento	Auta de Sousa	1885.0	Female	1800	81960	11.0	116.0
Renato	Auta de Sousa	1885.0	Female	1800	81962	11.0	137.0
Ressureição	Machado de Assis	1872.0	Male	1800	17848	2768.0	42408.0
Retalhos	Rilvan Batista de Santana	2007.0	Male	2000	121414	2114.0	38120.0
Rimas	Auta de Sousa	1885.0	Female	1800	81965	12.0	224.0
Ritmos e idéias	Luís Murat	1920.0	Male	1900	43491	453.0	8796.0
Romance de uma Velha	Joaquim Manuel de Macedo	1862.0	Male	1800	2160	1292.0	21653.0
Romances tocantinenses: uma abordagem crítica	Flávio Alves da Silva	2008.0	Male	2000	86623	719.0	16445.0
Rosa murcha	Casimiro de Abreu	1856.0	Male	1800	86486	15.0	258.0
Rosas com espinhos (contos)	Rilvan Batista de Santana	2007.0	Male	2000	166970	1062.0	33895.0
Ruy de Leão	Machado de Assis	1882.0	Male	1800	17849	364.0	6548.0
Ruy: o escudeiro	Luís da Silva Mouzinho de Albuquerque	1879.0	Male	1800	86816	737.0	22300.0
Róseo menino	Auta de Sousa	1885.0	Female	1800	81963	10.0	160.0
Sabina	Artur Azevedo	1890.0	Male	1800	7507	149.0	2296.0
Sales	Machado de Assis	1863.0	Male	1800	17877	195.0	3260.0
Sancta Virgo Virginum: Prece	Auta de Sousa	1885.0	Female	1800	81948	14.0	158.0
Sarças de Fogo	Olavo Bilac	1875.0	Male	1800	17313	463.0	8817.0
Saudade	Auta de Sousa	1885.0	Female	1800	81967	21.0	314.0
Se depois de eu morrer	Alberto Caeiro da Silva	1914.0	Male	1900	86520	12.0	151.0
Se eu morrer novo	Alberto Caeiro da Silva	1914.0	Male	1900	86521	15.0	293.0
Segredos	Casimiro de Abreu	1856.0	Male	1800	86489	28.0	499.0
Segundos Cantos e Sextilhas de Frei Antão	Antônio Gonçalves Dias	1848.0	Male	1800	1824	407.0	10123.0
Seja o que for que esteja no centro do Mundo	Alberto Caeiro da Silva	1914.0	Male	1900	86524	24.0	566.0
Seleção de Obras Poéticas	Gregório de Matos	1685.0	Male	1600	1827	302.0	6618.0
Seleção de Obras Poéticas II	Gregório de Matos	1685.0	Male	1600	16659	169.0	4030.0
Sempre sonhos!...	Casimiro de Abreu	1856.0	Male	1800	86490	12.0	366.0
Senhor, hoj'houvesse eu vagar	Dom Dinis	1300.0	Male	1300	88508	12.0	183.0
Senhora	José de Alencar	1875.0	Male	1800	2026	4758.0	88541.0
Senhora em cordel	Isabel Lima	2008.0	Female	2000	121959	14.0	223.0
Sentimental	Salomão Rovedo	1935.0	Male	1900	17716	554.0	9833.0
Sentimental demais	Salomão Rovedo	1935.0	Male	1900	70026	555.0	9852.0
Serões da província	Júlio Dinis	1870.0	Male	1800	28815	5655.0	105370.0
Sesmaria - Cruzeiro, o Quilombo das Luzes	Tarcísio José Martins	2008.0	Male	2000	204196	9712.0	190602.0
Sete de setembro	Casimiro de Abreu	1856.0	Male	1800	86491	12.0	234.0
Silvestre	Machado de Assis	1887.0	Male	1800	17850	562.0	8879.0
Simples	Auta de Sousa	1885.0	Female	1800	81968	13.0	186.0
Sinais de vida no planeta Minas	Fernando Gabeira	2008.0	Male	2000	43550	2029.0	42916.0
Singular Ocorrência	Machado de Assis	1871.0	Male	1800	1907	194.0	3252.0
Singularidades de uma Rapariga Loura	José Maria Eça de Queirós	1874.0	Male	1800	16623	595.0	9723.0
Sobre o amor, pensando sério...	Francisco Adua Esposito	2008.0	Male	2000	197531	3884.0	122202.0
Soledade	Auta de Sousa	1885.0	Female	1800	81970	11.0	162.0
Soneto da porra burra	Manuel Maria de Barbosa du Bocage	1799.0	Male	1700	84348	12.0	177.0
Soneto do gozador coçador	Manuel Maria de Barbosa du Bocage	1799.0	Male	1700	84364	13.0	175.0
Soneto do gozo vitorioso	Manuel Maria de Barbosa du Bocage	1799.0	Male	1700	84365	11.0	162.0
Soneto do juramento	Manuel Maria de Barbosa du Bocage	1799.0	Male	1700	84366	10.0	168.0
Sonetos	Luís Vaz de Camões	1572.0	Male	1500	1872	720.0	20172.0
Sonetos Inéditos	Cláudio Manuel da Costa (Glauceste Satúrnio)	1768.0	Male	1700	16556	35.0	889.0
Sonetos e Outros Poemas	Manuel Maria de Barbosa du Bocage	1799.0	Male	1700	1777	765.0	22753.0
Sonhos de virgem	Casimiro de Abreu	1856.0	Male	1800	86493	17.0	221.0
Sonja Sonrisal	Salomão Rovedo	1935.0	Male	1900	70027	1122.0	21904.0
Sova bem Merecida	Artur Azevedo	1886.0	Male	1800	7508	29.0	813.0
Stefan Zweig: pensamentos e perfis	Salomão Rovedo	1935.0	Male	1900	65733	1026.0	24956.0
Suje-Se, Gordo!	Machado de Assis	1882.0	Male	1800	16975	114.0	1979.0
Suspiros Poéticos e Saudades	Domingos Gonçalves de Magalhães	1836.0	Male	1800	2088	2265.0	41886.0
Sylvio	Auta de Sousa	1885.0	Female	1800	81973	19.0	296.0
São Cristóvão	José Maria Eça de Queirós	1877.0	Male	1800	16237	2246.0	53270.0
Símbolos	Emílio de Meneses	1884.0	Male	1800	17327	99.0	2007.0
Só	António Nobre	1892.0	Male	1800	38090	2216.0	29466.0
Só	Machado de Assis	1860.0	Male	1800	17883	167.0	3487.0
Tarde	Olavo Bilac	1888.0	Male	1800	1999	552.0	13696.0
Tentação	Adolfo Caminha	1882.0	Male	1800	16515	2938.0	48196.0
Teoria do Medalhão	Machado de Assis	1881.0	Male	1800	1940	169.0	3629.0
Terpsícore	Machado de Assis	1863.0	Male	1800	17851	212.0	3595.0
Textos críticos	Machado de Assis	1869.0	Male	1800	17874	3285.0	90415.0
Til	José de Alencar	1872.0	Male	1800	1850	4129.0	80874.0
Tipos Burlescos	Bruno Seabra	1871.0	Male	1800	2104	140.0	2006.0
Tipos da atualidade	França Júnior	1871.0	Male	1800	7538	742.0	9759.0
To be or not to be	Machado de Assis	1882.0	Male	1800	17852	348.0	5906.0
Toc, toc, toc, toc...	Artur Azevedo	1886.0	Male	1800	7509	66.0	1363.0
Tratado da Terra do Brasil	Pero de Magalhães Gândavo	1576.0	Male	1500	17412	283.0	10574.0
Tratado da Terra do Brasil: História da Província Santa Cruz a que Vulgarmente Chamamos Brasil	Pero de Magalhães Gândavo	1576.0	Male	1500	2175	290.0	10615.0
Tratado descritivo do Brasil em 1587	Gabriel Soares de Sousa	1587.0	Male	1500	38095	3143.0	165004.0
Trina e uma	Machado de Assis	1863.0	Male	1800	17854	252.0	4333.0
Trio em Lá Menor	Machado de Assis	1863.0	Male	1800	1974	166.0	3077.0
Triunfo da Morte	Francesco Petrarca	1374.0	Male	1300	2287	92.0	2021.0
Troca de datas	Machado de Assis	1882.0	Male	1800	17893	266.0	4805.0
Tropas e boiadas	Hugo de Carvalho Ramos	1908.0	Male	1900	19650	1982.0	55477.0
Três Gênios de Secretária	Afonso Henriques de Lima Barreto	1911.0	Male	1900	16835	74.0	1941.0
Três conseqüências	Machado de Assis	1882.0	Male	1800	17892	107.0	1662.0
Três tesouros perdidos	Machado de Assis	1863.0	Male	1800	17853	62.0	821.0
Tu, só tu, puro amor	Machado de Assis	1863.0	Male	1800	17855	1054.0	8832.0
Tubarão com a faca nas costas. (Coleção literatura para todos; v.3)	Cezar Dias	2008.0	Male	2000	50034	750.0	14532.0
Ubirajara	José de Alencar	1874.0	Male	1800	16679	1231.0	26050.0
Um Apólogo	Machado de Assis	1882.0	Male	1800	16978	50.0	839.0
Um Assovio	Qorpo Santo	1866.0	Male	1800	17432	309.0	4118.0
Um Cacete	Artur Azevedo	1886.0	Male	1800	7510	87.0	904.0
Um Capitão de Voluntários	Machado de Assis	1867.0	Male	1800	1956	308.0	5472.0
Um Capricho	Artur Azevedo	1886.0	Male	1800	7511	109.0	1434.0
Um Credor da Fazenda Nacional	Qorpo Santo	1878.0	Male	1800	17434	179.0	1990.0
Um Desastre	Artur Azevedo	1890.0	Male	1800	7512	33.0	746.0
Um Don Juan de Província	Artur Azevedo	1882.0	Male	1800	7513	28.0	544.0
Um Erradio	Machado de Assis	1882.0	Male	1800	1929	488.0	7761.0
Um Especialista	Afonso Henriques de Lima Barreto	1911.0	Male	1900	16836	224.0	3708.0
Um Homem Célebre	Machado de Assis	1888.0	Male	1800	16979	218.0	4058.0
Um Que Vendeu a Sua Alma	Afonso Henriques de Lima Barreto	1913.0	Male	1900	16837	74.0	845.0
Um Sarau no Paço de São Cristóvão	Paulo Setúbal	1912.0	Male	1900	7625	1307.0	14673.0
Um almoço	Machado de Assis	1885.0	Male	1800	17856	503.0	6340.0
Um ambicioso	Machado de Assis	1882.0	Male	1800	17857	530.0	7809.0
Um ciclone na Paulicéia: Oswald de Andrade e os limites da vida intelectual em São Paulo (1900 - 1950)	Rubens de Oliveira Martins	2008.0	Male	2000	41393	2226.0	73842.0
Um cão de lata ao rabo	Machado de Assis	1882.0	Male	1800	17858	163.0	2672.0
Um dedo de prosa, um pouco de verso	William Henrique Stutz	2008.0	Male	2000	171636	259.0	4542.0
Um dia de entrudo	Machado de Assis	1863.0	Male	1800	17859	466.0	5292.0
Um dístico	Machado de Assis	1871.0	Male	1800	17879	43.0	1115.0
Um esqueleto	Machado de Assis	1889.0	Male	1800	17905	445.0	6168.0
Um estudo de relatos de pesquisa em análise de gênero	Patrícia Marcuzzo	2008.0	Female	2000	88565	1333.0	35067.0
Um homem superior	Machado de Assis	1870.0	Male	1800	17864	317.0	5361.0
Um incêndio	Machado de Assis	1875.0	Male	1800	17914	99.0	1810.0
Um melodrama em Santo Tirso	M. Pinheiro Chagas	1886.0	Male	1800	7559	426.0	7685.0
Um parto	Qorpo Santo	1886.0	Male	1800	7629	433.0	6220.0
Um quarto de século	Machado de Assis	1896.0	Male	1800	17865	429.0	6121.0
Um raio de luar	Antônio Frederico de Castro Alves	1871.0	Male	1800	86650	28.0	330.0
Um sonho	Auta de Sousa	1885.0	Female	1800	81979	13.0	280.0
Um sonho e outro sonho	Machado de Assis	1863.0	Male	1800	17866	323.0	5173.0
Uma Aposta	Artur Azevedo	1896.0	Male	1800	7514	60.0	1215.0
Uma Campanha Alegre - Volume I	José Maria Eça de Queirós	1871.0	Male	1800	14023	3979.0	70988.0
Uma Carga de Sono	Artur Azevedo	1902.0	Male	1900	7515	29.0	653.0
Uma Estação no Inferno	Arthur Rimbaud	1873.0	Male	1800	2260	689.0	8350.0
Uma Lágrima de Mulher	Aluísio Azevedo	1879.0	Male	1800	16538	1642.0	38463.0
Uma Praga Rogada nas Escadarias da Fôrca	Camilo Castelo Branco	1861.0	Male	1800	1782	384.0	7116.0
Uma Pupila Rica	Joaquim Manuel de Macedo	1863.0	Male	1800	2087	1582.0	23983.0
Uma Senhora	Machado de Assis	1887.0	Male	1800	1911	187.0	3320.0
Uma Visita de Alcebíades	Machado de Assis	1863.0	Male	1800	1952	166.0	3145.0
Uma Véspera de Reis	Artur Azevedo	1895.0	Male	1800	1771	888.0	9280.0
Uma carta	Machado de Assis	1882.0	Male	1800	17884	120.0	2109.0
Uma excursão milagrosa	Machado de Assis	1861.0	Male	1800	17908	360.0	6808.0
Uma loureira	Machado de Assis	1871.0	Male	1800	17869	395.0	5721.0
Uma noite	Machado de Assis	1885.0	Male	1800	17912	348.0	5599.0
Uma ode de anacreonte	Machado de Assis	1871.0	Male	1800	17870	437.0	4719.0
Uma partida	Machado de Assis	1871.0	Male	1800	17871	389.0	6058.0
Uma por Outra	Artur Azevedo	1890.0	Male	1800	7516	71.0	986.0
Uma por outra	Machado de Assis	1891.0	Male	1800	17943	597.0	9750.0
Uma primavera adiantada	Barbara Ganizev Jimenez	2008.0	Female	2000	162933	6939.0	98437.0
Uma tragédia no Amazonas	Raul Pompéia	1908.0	Male	1900	7631	1669.0	28548.0
Uma águia sem asas	Machado de Assis	1875.0	Male	1800	17867	363.0	5147.0
Umas Férias	Machado de Assis	1860.0	Male	1800	1958	181.0	3219.0
Uns Braços	Machado de Assis	1867.0	Male	1800	16981	177.0	3907.0
Utopia	Thomas Morus	1516.0	Male	1500	2301	1695.0	46284.0
Valério	Machado de Assis	1863.0	Male	1800	17872	519.0	9594.0
Verba Testamentária	Machado de Assis	1882.0	Male	1800	1953	189.0	4208.0
Verdades Singelas	Abade de Jazente	1871.0	Male	1800	81621	46.0	1332.0
Verso e Reverso	José de Alencar	1869.0	Male	1800	7549	1222.0	13734.0
Versos Antigos (1885-1889)	Emílio de Meneses	1889.0	Male	1800	17333	161.0	3162.0
Versos ligeiros	Auta de Sousa	1885.0	Female	1800	81989	12.0	203.0
Vesperal	Coelho Neto	1908.0	Male	1900	43475	1310.0	25905.0
Via-Láctea	Olavo Bilac	1888.0	Male	1800	2000	186.0	4120.0
Viagem ao Parnaso	Artur Azevedo	1888.0	Male	1800	16577	1904.0	21425.0
Viagem à roda de mim mesmo	Machado de Assis	1873.0	Male	1800	17881	206.0	4045.0
Viagens na Minha Terra	João Batista da Silva Leitão de Almeida Garrett	1846.0	Male	1800	16525	3835.0	81011.0
Vida Urbana	Afonso Henriques de Lima Barreto	1909.0	Male	1900	2171	4220.0	83259.0
Vidros quebrados	Machado de Assis	1861.0	Male	1800	17891	121.0	2002.0
Vila Rica	Cláudio Manuel da Costa (Glauceste Satúrnio)	1768.0	Male	1700	16557	638.0	29552.0
Violeta	Raul Pompéia	1875.0	Male	1800	7633	210.0	2863.0
Virginius	Machado de Assis	1883.0	Male	1800	17910	432.0	5769.0
Visão	Casimiro de Abreu	1859.0	Male	1800	86497	13.0	259.0
Vive	Alberto Caeiro da Silva	1914.0	Male	1900	86543	13.0	169.0
Viver	Machado de Assis	1906.0	Male	1900	16983	298.0	3022.0
Viver!	Machado de Assis	1906.0	Male	1900	1982	312.0	3116.0
Vovó Andrade	Artur Azevedo	1895.0	Male	1800	7517	82.0	1717.0
Vozes d'África	Antônio Frederico de Castro Alves	1879.0	Male	1800	16725	57.0	754.0
Várias Histórias	Machado de Assis	1896.0	Male	1800	1964	3112.0	55494.0
Vênus! divina vênus!	Machado de Assis	1875.0	Male	1800	17911	290.0	4149.0
A Bruxa e o Caldeirão	José Leon Machado	2013.0	Male	2000	4978	43.0	785.0
Amanda e os Nanorobôs	Eliú Quintiliano	2011.0	Male	2000	145570	3629.0	88811.0
Chuva e sol	Adelina Lopes Vieira	2010.0	Female	2000	81624	10.0	152.0
Conto ou não conto?	Abel Sidney	2019.0	Male	2000	105130	65.0	1042.0
Dom Quixote	Adelina Lopes Vieira	2010.0	Female	2000	81625	47.0	448.0
Eu que vi, eu que vi	Devison Amorim do Nascimento	2019.0	Male	2000	124735	466.0	6309.0
Histórias da Avózinha	Alberto Figueiredo Pimentel	1900.0	Male	1900	2147	3358.0	65690.0
Histórias que acabam aqui	Maria Teresa Lobato Fernandes Pereira Lopes	2005.0	Female	2000	36177	313.0	5975.0
O leão Praxedes	Tarcisio Lage	2019.0	Male	2000	132603	104.0	1578.0
O pacto maldito e outras histórias de morte	José Cláudio da Silva	2019.0	Male	2000	125933	2175.0	19635.0
Pai, posso dar um soco nele?	José Cláudio da Silva	2019.0	Male	2000	125934	1100.0	10016.0
O ramo verde	Adelina Lopes Vieira	2010.0	Female	2000	81629	21.0	298.0
O ratinho Rói-Rói	Lenira Almeida Heck	2006.0	Female	2000	176019	100.0	1322.0
