title	author	publication_year	author_gender	century
O Juiz de Paz da Roça	Luís Carlos Martins Pena	1875.0	Male	1800.0
O Lapso	Machado de Assis	1887.0	Male	1800.0
O Lencinho	Artur Azevedo	1875.0	Male	1800.0
O Liberato	Artur Azevedo	1870.0	Male	1800.0
O Livro Derradeiro	João da Cruz e Sousa	1905.0	Male	1900.0
O Livro da Lei	Aleister Crowley	1904.0	Male	1900.0
O Livro de Cesario Verde	José Joaquim Cesário Verde	1886.0	Male	1800.0
O Livro de uma Sogra	Aluísio Azevedo	1885.0	Male	1800.0
O Lobisomem	Raymundo Magalhães	1865.0	Male	1800.0
O Mambembe	Artur Azevedo	1882.0	Male	1800.0
O Mandarim	José Maria Eça de Queirós	1880.0	Male	1800.0
O Matuto	Franklin Távora	1876.0	Male	1800.0
O Mercador de Veneza	William Shakespeare	1596.0	Male	1500.0
O Meu Criado João	Artur Azevedo	1879.0	Male	1800.0
O Missionário	Inglês de Sousa	1878.0	Female	1800.0
O Mistério da Estrada de Sintra	José Maria Eça de Queirós	1870.0	Male	1800.0
O Monstro e Outros Contos	Humberto de Campos	1921.0	Male	1900.0
O Monstro e Outros contos	Humberto de Campos	1922.0	Male	1900.0
O Movimento da Independência	Manuel de Oliveira Lima	1922.0	Male	1900.0
O Moço Loiro	Joaquim Manuel de Macedo	1845.0	Male	1800.0
O Mulato	Aluísio Azevedo	1881.0	Male	1800.0
O Mundo como Está	François-Marie Arouet (Voltaire)	1743.0	Male	1700.0
O Namorador ou a Noite de São João	Luís Carlos Martins Pena	1862.0	Male	1800.0
O Navio Negreiro	Antônio Frederico de Castro Alves	1869.0	Male	1800.0
O Noviço	Luís Carlos Martins Pena	1845.0	Male	1800.0
O Número da Sepultura	Afonso Henriques de Lima Barreto	1913.0	Male	1900.0
O Oráculo	Machado de Assis	1886.0	Male	1800.0
O Pai	Machado de Assis	1860.0	Male	1800.0
O Palhaço	Artur Azevedo	1882.0	Male	1800.0
O Parnaso Obsequioso e Obras Poéticas	Cláudio Manuel da Costa (Glauceste Satúrnio)	1768.0	Male	1700.0
O Parocho da aldeia	Alexandre Herculano	1843.0	Male	1800.0
O Passado, passado	Machado de Assis	1900.0	Male	1900.0
O Paulo	Artur Azevedo	1883.0	Male	1800.0
O País das Quimeras	Machado de Assis	1900.0	Male	1900.0
O Pecado	Afonso Henriques de Lima Barreto	1904.0	Male	1900.0
O Penúltimo poema	Alberto Caeiro da Silva	1914.0	Male	1900.0
O Poeta e a Inquisição	Visconde de Araguaia	1888.0	Male	1800.0
O Primo Basílio	José Maria Eça de Queirós	1878.0	Male	1800.0
O Primo da Califórnia	Joaquim Manuel de Macedo	1878.0	Male	1800.0
O Protocolo	Machado de Assis	1882.0	Male	1800.0
O Príncipe Sapo	Adolfo Coelho	1888.0	Male	1800.0
O Príncipe de Nassau	Paulo Setúbal	1908.0	Male	1900.0
O Relógio de Ouro	Machado de Assis	1882.0	Male	1800.0
O Retrato	Artur Azevedo	1879.0	Male	1800.0
O Rio de Janeiro - Verso e Reverso	José de Alencar	1862.0	Male	1800.0
O Rio de Janeiro 1877	Artur Azevedo	1877.0	Male	1800.0
O Rio de Janeiro em 1877	Artur Azevedo	1877.0	Male	1800.0
O Romance do Prata	Paulo Setúbal	1924.0	Male	1900.0
O Sacrifício	Franklin Távora	1889.0	Male	1800.0
O Segredo de Augusta	Machado de Assis	1883.0	Male	1800.0
O Segredo do Bonzo	Machado de Assis	1894.0	Male	1800.0
O Seminarista	Bernardo Guimarães	1872.0	Male	1800.0
O Sertanejo	José de Alencar	1875.0	Male	1800.0
O Soldado	Alexandre Herculano	1843.0	Male	1800.0
O Sonho das Esmeraldas	Paulo Setúbal	1922.0	Male	1900.0
O Sonho do Conselheiro	Artur Azevedo	1879.0	Male	1800.0
O Subterrâneo do Morro do Castelo	Afonso Henriques de Lima Barreto	1915.0	Male	1900.0
O Sá	Artur Azevedo	1875.0	Male	1800.0
O Tejo é mais belo que o rio que corre pela minha aldeia	Alberto Caeiro da Silva	1914.0	Male	1900.0
O Telefone	Artur Azevedo	1890.0	Male	1800.0
O Teles e o Tobias	Machado de Assis	1872.0	Male	1800.0
O Touro Branco	François-Marie Arouet (Voltaire)	1760.0	Male	1700.0
O Touro Negro	Aluísio Azevedo	1887.0	Male	1800.0
O Tribofe	Artur Azevedo	1886.0	Male	1800.0
O Turbilhão	Coelho Neto	1907.0	Male	1900.0
O Uraguai	José Basílio da Gama	1769.0	Male	1700.0
O Vaqueano	Apolinário José Gomes Porto-Alegre	1849.0	Male	1800.0
O Velho Senado	Machado de Assis	1882.0	Male	1800.0
O Velho da Horta	Gil Vicente	1520.0	Male	1500.0
O adeus de Teresa	Antônio Frederico de Castro Alves	1872.0	Male	1800.0
O almada	Machado de Assis	1865.0	Male	1800.0
O anjo Rafael	Machado de Assis	1866.0	Male	1800.0
O anjo das donzelas	Machado de Assis	1864.0	Male	1800.0
O astrólogo	Machado de Assis	1896.0	Male	1800.0
O baile!	Casimiro de Abreu	1856.0	Male	1800.0
O balanceio de Lauro Maia	Miguel Ângelo de Azevedo (Nirez)	1884.0	Male	1800.0
O bandolim da desgraça	Antônio Frederico de Castro Alves	1871.0	Male	1800.0
O califa de platina	Machado de Assis	1882.0	Male	1800.0
O caminho da porta	Machado de Assis	1863.0	Male	1800.0
O caminho de Damasco	Machado de Assis	1860.0	Male	1800.0
O cancioneiro portuguez da Vaticana	Teófilo Braga	1910.0	Male	1900.0
O capitão Mendonça	Machado de Assis	1867.0	Male	1800.0
O carro 13	Machado de Assis	1898.0	Male	1800.0
O caso Barreto	Machado de Assis	1883.0	Male	1800.0
O caso Traps: Presságio Funesto	Rolando Júnior	2008.0	Male	2000.0
O caso da Viúva	Machado de Assis	1879.0	Male	1800.0
O caso do Romualdo	Machado de Assis	1873.0	Male	1800.0
O ciúme	Manuel Maria de Barbosa du Bocage	1799.0	Male	1700.0
O contrato	Machado de Assis	1874.0	Male	1800.0
O corpo feminino em debate	Maria Izilda Santos de Matos	2003.0	Female	2000.0
O crepúsculo sertanejo	Antônio Frederico de Castro Alves	1862.0	Male	1800.0
O defeito de família	França Júnior	1879.0	Male	1800.0
O destinado	Machado de Assis	1872.0	Male	1800.0
O dialeto caipira	Amadeu Amaral	1920.0	Male	1900.0
O escrivão Coimbra	Machado de Assis	1883.0	Male	1800.0
O estilo gótico na literatura: estudo da obra drácula, o vampiro da noite de Bram Stoker	Ana Claudia Brida	2007.0	Female	2000.0
O fantasma e a canção	Antônio Frederico de Castro Alves	1862.0	Male	1800.0
O gondoleiro do amor	Antônio Frederico de Castro Alves	1862.0	Male	1800.0
O hóspede	Antônio Frederico de Castro Alves	1871.0	Male	1800.0
O imortal	Machado de Assis	1882.0	Male	1800.0
O juiz	Rilvan Batista de Santana	2007.0	Male	2000.0
O laço de fita	Antônio Frederico de Castro Alves	1870.0	Male	1800.0
O livro D'ele	Florbela Espanca	1919.0	Female	1900.0
O livro de Jó	José Elói Otôni	1993.0	Male	1900.0
O livro e a América	Antônio Frederico de Castro Alves	1861.0	Male	1800.0
O machete	Machado de Assis	1861.0	Male	1800.0
O marido da adultera	Lúcio de Mendonça	1884.0	Male	1800.0
O melhor remédio	Machado de Assis	1882.0	Male	1800.0
O nadador	Antônio Frederico de Castro Alves	1871.0	Male	1800.0
O pastor amoroso	Fernando Pessoa	1914.0	Male	1900.0
O programa	Machado de Assis	1885.0	Male	1800.0
O quarto dos dragões	Breno Pannia Espósito	2008.0	Male	2000.0
O que são as moças	Machado de Assis	1862.0	Male	1800.0
O que são estrelas	Auta de Sousa	1885.0	Female	1800.0
O que é o Casamento?	José de Alencar	1856.0	Male	1800.0
O quê?	Casimiro de Abreu	1857.0	Male	1800.0
O quê? Valho mais que uma flor	Alberto Caeiro da Silva	1914.0	Male	1900.0
O sainete	Machado de Assis	1885.0	Male	1800.0
O segredo	Antônio Frederico de Castro Alves	1879.0	Male	1800.0
O seminarista	Bernardo Guimarães	1864.0	Male	1800.0
O sertanejo revisitado pela ficção de Euclides da Cunha	José Jonas Camelo de França	2008.0	Male	2000.0
O soldado Jacob	José Joaquim Medeiros de Albuquerque	1883.0	Male	1800.0
O sonhador	Salomão Rovedo	1935.0	Male	1900.0
O tipo brasileiro	França Júnior	1870.0	Male	1800.0
O tonel das dânaides	Antônio Frederico de Castro Alves	1879.0	Male	1800.0
O toque das almas	Wilder Machado da Cruz	2008.0	Male	2000.0
O triste fim de Policarpo Quaresma	Afonso Henriques de Lima Barreto	1911.0	Male	1900.0
O vôo do gênio	Antônio Frederico de Castro Alves	1871.0	Male	1800.0
O Último Palpite	Artur Azevedo	1881.0	Male	1800.0
O Último dia de um poeta	Machado de Assis	1860.0	Male	1800.0
O Único Assassinato de Cazuza	Afonso Henriques de Lima Barreto	1911.0	Male	1900.0
Ocidentais	Machado de Assis	1901.0	Male	1900.0
Octogenário	Artur Azevedo	1884.0	Male	1800.0
Ode ao dous de julho	Antônio Frederico de Castro Alves	1874.0	Male	1800.0
Olá, guardador de rebanhos	Alberto Caeiro da Silva	1914.0	Male	1900.0
Onda	Machado de Assis	1860.0	Male	1800.0
Ondas e Outros Poemas Esparsos	Euclides da Cunha	1905.0	Male	1900.0
Onde estás	Antônio Frederico de Castro Alves	1862.0	Male	1800.0
Ontem à tarde um homem das cidades	Alberto Caeiro da Silva	1914.0	Male	1900.0
Onze anos depois	Machado de Assis	1899.0	Male	1800.0
Orai por ele	Machado de Assis	1860.0	Male	1800.0
Os Brilhantes do Brasileiro	Camilo Castelo Branco	1862.0	Male	1800.0
Os Bruzundangas	Afonso Henriques de Lima Barreto	1923.0	Male	1900.0
Os Ciúmes de um Pedestre ou o Terrível Capitão do Mato	Luís Carlos Martins Pena	1860.0	Male	1800.0
Os Compadres	Artur Azevedo	1892.0	Male	1800.0
Os Dez por Cento	Artur Azevedo	1893.0	Male	1800.0
Os Dois Amores	Joaquim Manuel de Macedo	1879.0	Male	1800.0
Os Dois Andares	Artur Azevedo	1897.0	Male	1800.0
Os Dois ou o Inglês Maquinista	Luís Carlos Martins Pena	1858.0	Male	1800.0
Os Escravos	Antônio Frederico de Castro Alves	1866.0	Male	1800.0
Os Estrangeiros	Francisco de Sá de Miranda	1527.0	Male	1500.0
Os Filhos do Padre Anselmo	António da Costa Couto Sá de Albergaria	1854.0	Male	1800.0
Os Irmãos Leme	Paulo Setúbal	1913.0	Male	1900.0
Os Irmãos das Almas	Luís Carlos Martins Pena	1863.0	Male	1800.0
Os Lobisomens	Manuel José Araújo Porto-Alegre	1851.0	Male	1800.0
Os Lusíadas	Luís Vaz de Camões	1572.0	Male	1500.0
Os Maias	José Maria Eça de Queirós	1888.0	Male	1800.0
Os Noivos	Artur Azevedo	1895.0	Male	1800.0
Os Ouvidos do Conde de Chesterfield e o Capelão Goudman	François-Marie Arouet (Voltaire)	1760.0	Male	1700.0
Os Pobres	Raul Brandão	1906.0	Male	1900.0
Os Sertões	Euclides da Cunha	1902.0	Male	1900.0
Os Sonhos d'Ouro	José de Alencar	1902.0	Male	1900.0
Os Timbiras	Antônio Gonçalves Dias	1857.0	Male	1800.0
Os canários	Auta de Sousa	1885.0	Female	1800.0
Os deuses de casaca	Machado de Assis	1866.0	Male	1800.0
Os fidalgos da casa mourisca	Júlio Dinis	1871.0	Male	1800.0
Os retirantes	José do Patrocínio	1878.0	Male	1800.0
Os romances da semana	Joaquim Manuel de Macedo	1870.0	Male	1800.0
Os três tempos do Édipo em Lacan e a terceira margem do rio em Rosa	Eduardo Benzatti do Carmo	2008.0	Male	2000.0
Os Óculos de Pedro Antão	Machado de Assis	1869.0	Male	1800.0
Outras Poesias	Augusto dos Anjos	1909.0	Male	1900.0
PAULO	Bruno Seabra	1871.0	Male	1800.0
Paga ou Morre!	Artur Azevedo	1891.0	Male	1800.0
Pai Contra Mãe	Machado de Assis	1906.0	Male	1900.0
Palavras Tristes	Auta de Sousa	1885.0	Female	1800.0
Palavras a alguém	Casimiro de Abreu	1856.0	Male	1800.0
Pan-americano	Artur Azevedo	1898.0	Male	1800.0
Panóplias	Olavo Bilac	1888.0	Male	1800.0
Papéis Avulsos	Machado de Assis	1882.0	Male	1800.0
Papéis Velhos	Machado de Assis	1882.0	Male	1800.0
Para além da curva da estrada	Alberto Caeiro da Silva	1914.0	Male	1900.0
Para não dizer, que não falei em flores	Marco Ramos	2008.0	Male	2000.0
Paranóia delirante	Roberto Wagner Magalhães	2008.0	Male	2000.0
Parecer de Concurso Literário	Emílio de Meneses	1884.0	Male	1800.0
Pareceres de Machado de Assis	Machado de Assis	1883.0	Male	1800.0
Passei toda a noite	Alberto Caeiro da Silva	1914.0	Male	1900.0
Patkull	Antônio Gonçalves Dias	1857.0	Male	1800.0
Paulino e Roberto	Artur Azevedo	1886.0	Male	1800.0
Pedro Gobá	José Ezequiel Freire	1870.0	Male	1800.0
Pegadas urbanas: Novo Hamburgo como palco do flâneur	Jeferson Francisco Selbach	2008.0	Male	2000.0
Pennas de Garça	Auta de Sousa	1885.0	Female	1800.0
Pepita	Casimiro de Abreu	1856.0	Male	1800.0
Pequetita	Artur Azevedo	1886.0	Male	1800.0
Perdão!	Casimiro de Abreu	1856.0	Male	1800.0
Perfumes e amor	Casimiro de Abreu	1856.0	Male	1800.0
Peru versus Bolívia	Euclides da Cunha	1907.0	Male	1900.0
Pesquisa sem frescura	Jeferson Francisco Selbach	2008.0	Male	2000.0
Piedade Filial	Artur Azevedo	1885.0	Male	1800.0
Pobre Cardeal!	Machado de Assis	1886.0	Male	1800.0
Pobre Finoca	Machado de Assis	1891.0	Male	1800.0
Pobre flor!	Auta de Sousa	1880.0	Female	1800.0
Pobres Liberais!	Artur Azevedo	1879.0	Male	1800.0
Poema da Virgem	Pe. José de Anchieta	1563.0	Male	1500.0
Poema dos Feitos de Mem de Sá	Pe. José de Anchieta	1563.0	Male	1500.0
Poemas	Alphonsus de Guimarães	1893.0	Male	1800.0
Poemas	Cláudio Manuel da Costa (Glauceste Satúrnio)	1768.0	Male	1700.0
Poemas	Luís Nicolau Fagundes Varela	1863.0	Male	1800.0
Poemas Escolhidos	Cláudio Manuel da Costa (Glauceste Satúrnio)	1768.0	Male	1700.0
Poemas Humorísticos e Irônicos	João da Cruz e Sousa	1898.0	Male	1800.0
Poemas Inconjuntos	Fernando Pessoa	1930.0	Male	1900.0
Poemas Irônicos, Venenosos e Sarcásticos	Manuel Antônio Álvares de Azevedo	1853.0	Male	1800.0
Poemas Malditos	Manuel Antônio Álvares de Azevedo	1853.0	Male	1800.0
Poemas Selecionados	Florbela Espanca	1934.0	Female	1900.0
Poemas Traduzidos	Fernando Pessoa	1934.0	Male	1900.0
Poemas da Morte	Emílio de Meneses	1934.0	Male	1900.0
Poemas de Fagundes Varela	Luís Nicolau Fagundes Varela	1888.0	Male	1800.0
Poemas de Fernando Pessoa	Fernando Pessoa	1934.0	Male	1900.0
Poemas de Ricardo Reis	Fernando Pessoa	1934.0	Male	1900.0
Poemas de Álvaro de Campos	Fernando Pessoa	1934.0	Male	1900.0
Poesia Satírica e Versos de Circunstância	Emílio de Meneses	1885.0	Male	1800.0
Poesias	Luís Delfino dos Santos	1907.0	Male	1900.0
Poesias	Francisca Julia da Silva	1871.0	Female	1800.0
Poesias	Júlio Dinis	1871.0	Male	1800.0
Poesias Colegiais	Antônio Frederico de Castro Alves	1854.0	Male	1800.0
Poesias Coligidas	Antônio Frederico de Castro Alves	1854.0	Male	1800.0
Poesias Completas	Laurindo José da Silva Rabelo	1882.0	Male	1800.0
Poesias Inéditas	Fernando Pessoa	1934.0	Male	1900.0
Poesias Manuscritas	Cláudio Manuel da Costa (Glauceste Satúrnio)	1768.0	Male	1700.0
Poesias dispersas	Machado de Assis	1864.0	Male	1800.0
Poetas devem jogar poemas no lixo	Nelson Lima	2008.0	Male	2000.0
Polêmicas e reflexões	Machado de Assis	1869.0	Male	1800.0
Ponto de Vista	Machado de Assis	1889.0	Male	1800.0
Porca elegia	Salomão Rovedo	1935.0	Male	1900.0
Possível e Impossível	Machado de Assis	1882.0	Male	1800.0
Pouco a pouco o campo se alarga e se doura	Alberto Caeiro da Silva	1914.0	Male	1900.0
Poverina	Artur Azevedo	1886.0	Male	1800.0
Primas de Sapucaia	Machado de Assis	1871.0	Male	1800.0
Primaveras	Casimiro de Abreu	1859.0	Male	1800.0
Primeiras Trovas Burlescas	Luiz Gonzaga Pinto da Gama	1859.0	Male	1800.0
Primeiro Fausto	Fernando Pessoa	1934.0	Male	1900.0
Primeiro prenúncio de trovoada de depois de amanhã	Alberto Caeiro da Silva	1914.0	Male	1900.0
Primeiros Cantos	Antônio Gonçalves Dias	1846.0	Male	1800.0
Produções Satíricas e Bocageanas de Bernardo de Guimarães	Bernardo Guimarães	1852.0	Male	1800.0
Profissão de fé	Olavo Bilac	1888.0	Male	1800.0
Prosa de Circunstância	Emílio de Meneses	1885.0	Male	1800.0
Prosas Bárbaras	José Maria Eça de Queirós	1903.0	Male	1900.0
Prosopopéia	Bento Teixeira	1601.0	Male	1600.0
Puelina	Artur Azevedo	1886.0	Male	1800.0
Páginas Críticas e Comemorativas	Machado de Assis	1869.0	Male	1800.0
Páginas Recolhidas	Machado de Assis	1899.0	Male	1800.0
Pílades e Orestes	Machado de Assis	1903.0	Male	1900.0
Qual dos dois	Machado de Assis	1872.0	Male	1800.0
Quando vier a primavera	Alberto Caeiro da Silva	1914.0	Male	1900.0
Quando?!...	Casimiro de Abreu	1856.0	Male	1800.0
Quarta parte em Lisboa na Oficina de Miguel Deslandes, com todas as licenças e privilégio real	Pe. Antônio Vieira	1679.0	Male	1600.0
Quarta parte, licenças e privilégio real	Pe. Antônio Vieira	1679.0	Male	1600.0
Quase Ela deu o "sim", mas...	Afonso Henriques de Lima Barreto	1911.0	Male	1900.0
Quase ministro	Machado de Assis	1882.0	Male	1800.0
Quatro quartetos da amada cidade de São Luis	Salomão Rovedo	1935.0	Male	1900.0
Queixumes	Casimiro de Abreu	1859.0	Male	1800.0
Quem Boa Cama Faz...	Machado de Assis	1882.0	Male	1800.0
Quem Casa, Quer Casa	Luís Carlos Martins Pena	1857.0	Male	1800.0
Quem conta em conto...	Machado de Assis	1882.0	Male	1800.0
Quem ele era?	Artur Azevedo	1883.0	Male	1800.0
Quem não quer ser lobo...	Machado de Assis	1882.0	Male	1800.0
Questão de vaidade	Machado de Assis	1882.0	Male	1800.0
Quincas Borba	Machado de Assis	1891.0	Male	1800.0
Quinhentos Contos	Machado de Assis	1886.0	Male	1800.0
Recendência - poesias	Valdecir de Oliveira Anselmo	1909.0	Male	1900.0
Recordações do Escrivão Isaías Caminha	Afonso Henriques de Lima Barreto	1909.0	Male	1900.0
Redondilhas	Luís Vaz de Camões	1572.0	Male	1500.0
Regina Coeli	Auta de Sousa	1885.0	Female	1800.0
Reliquiae	Florbela Espanca	1934.0	Female	1900.0
Relíquias da Casa Velha	Machado de Assis	1906.0	Male	1900.0
Remissão de Pecados	Joaquim Manuel de Macedo	1878.0	Male	1800.0
Renascimento	Auta de Sousa	1885.0	Female	1800.0
Renato	Auta de Sousa	1885.0	Female	1800.0
Ressureição	Machado de Assis	1872.0	Male	1800.0
Retalhos	Rilvan Batista de Santana	2007.0	Male	2000.0
Rimas	Auta de Sousa	1885.0	Female	1800.0
Ritmos e idéias	Luís Murat	1920.0	Male	1900.0
Romance de uma Velha	Joaquim Manuel de Macedo	1862.0	Male	1800.0
Romances tocantinenses: uma abordagem crítica	Flávio Alves da Silva	2008.0	Male	2000.0
Rosa murcha	Casimiro de Abreu	1856.0	Male	1800.0
Rosas com espinhos (contos)	Rilvan Batista de Santana	2007.0	Male	2000.0
Ruy de Leão	Machado de Assis	1882.0	Male	1800.0
Ruy: o escudeiro	Luís da Silva Mouzinho de Albuquerque	1879.0	Male	1800.0
Róseo menino	Auta de Sousa	1885.0	Female	1800.0
Sabina	Artur Azevedo	1890.0	Male	1800.0
Sales	Machado de Assis	1863.0	Male	1800.0
Sancta Virgo Virginum: Prece	Auta de Sousa	1885.0	Female	1800.0
Sarças de Fogo	Olavo Bilac	1875.0	Male	1800.0
Saudade	Auta de Sousa	1885.0	Female	1800.0
Se depois de eu morrer	Alberto Caeiro da Silva	1914.0	Male	1900.0
Se eu morrer novo	Alberto Caeiro da Silva	1914.0	Male	1900.0
Segredos	Casimiro de Abreu	1856.0	Male	1800.0
Segundos Cantos e Sextilhas de Frei Antão	Antônio Gonçalves Dias	1848.0	Male	1800.0
Seja o que for que esteja no centro do Mundo	Alberto Caeiro da Silva	1914.0	Male	1900.0
Seleção de Obras Poéticas	Gregório de Matos	1685.0	Male	1600.0
Seleção de Obras Poéticas II	Gregório de Matos	1685.0	Male	1600.0
Sempre sonhos!...	Casimiro de Abreu	1856.0	Male	1800.0
Senhor, hoj'houvesse eu vagar	Dom Dinis	1300.0	Male	1300.0
Senhora	José de Alencar	1875.0	Male	1800.0
Senhora em cordel	Isabel Lima	2008.0	Female	2000.0
Sentimental	Salomão Rovedo	1935.0	Male	1900.0
Sentimental demais	Salomão Rovedo	1935.0	Male	1900.0
Serões da província	Júlio Dinis	1870.0	Male	1800.0
Sesmaria - Cruzeiro, o Quilombo das Luzes	Tarcísio José Martins	2008.0	Male	2000.0
Sete de setembro	Casimiro de Abreu	1856.0	Male	1800.0
Silvestre	Machado de Assis	1887.0	Male	1800.0
Simples	Auta de Sousa	1885.0	Female	1800.0
Sinais de vida no planeta Minas	Fernando Gabeira	2008.0	Male	2000.0
Singular Ocorrência	Machado de Assis	1871.0	Male	1800.0
Singularidades de uma Rapariga Loura	José Maria Eça de Queirós	1874.0	Male	1800.0
Sobre o amor, pensando sério...	Francisco Adua Esposito	2008.0	Male	2000.0
Soledade	Auta de Sousa	1885.0	Female	1800.0
Soneto da porra burra	Manuel Maria de Barbosa du Bocage	1799.0	Male	1700.0
Soneto do gozador coçador	Manuel Maria de Barbosa du Bocage	1799.0	Male	1700.0
Soneto do gozo vitorioso	Manuel Maria de Barbosa du Bocage	1799.0	Male	1700.0
Soneto do juramento	Manuel Maria de Barbosa du Bocage	1799.0	Male	1700.0
Sonetos	Luís Vaz de Camões	1572.0	Male	1500.0
Sonetos Inéditos	Cláudio Manuel da Costa (Glauceste Satúrnio)	1768.0	Male	1700.0
Sonetos e Outros Poemas	Manuel Maria de Barbosa du Bocage	1799.0	Male	1700.0
Sonhos de virgem	Casimiro de Abreu	1856.0	Male	1800.0
Sonja Sonrisal	Salomão Rovedo	1935.0	Male	1900.0
Sova bem Merecida	Artur Azevedo	1886.0	Male	1800.0
Stefan Zweig: pensamentos e perfis	Salomão Rovedo	1935.0	Male	1900.0
Suje-Se, Gordo!	Machado de Assis	1882.0	Male	1800.0
Suspiros Poéticos e Saudades	Domingos Gonçalves de Magalhães	1836.0	Male	1800.0
Sylvio	Auta de Sousa	1885.0	Female	1800.0
São Cristóvão	José Maria Eça de Queirós	1877.0	Male	1800.0
Símbolos	Emílio de Meneses	1884.0	Male	1800.0
Só	António Nobre	1892.0	Male	1800.0
Só	Machado de Assis	1860.0	Male	1800.0
Tarde	Olavo Bilac	1888.0	Male	1800.0
Tentação	Adolfo Caminha	1882.0	Male	1800.0
Teoria do Medalhão	Machado de Assis	1881.0	Male	1800.0
Terpsícore	Machado de Assis	1863.0	Male	1800.0
Textos críticos	Machado de Assis	1869.0	Male	1800.0
Til	José de Alencar	1872.0	Male	1800.0
Tipos Burlescos	Bruno Seabra	1871.0	Male	1800.0
Tipos da atualidade	França Júnior	1871.0	Male	1800.0
To be or not to be	Machado de Assis	1882.0	Male	1800.0
Toc, toc, toc, toc...	Artur Azevedo	1886.0	Male	1800.0
Tratado da Terra do Brasil	Pero de Magalhães Gândavo	1576.0	Male	1500.0
Tratado da Terra do Brasil: História da Província Santa Cruz a que Vulgarmente Chamamos Brasil	Pero de Magalhães Gândavo	1576.0	Male	1500.0
Tratado descritivo do Brasil em 1587	Gabriel Soares de Sousa	1587.0	Male	1500.0
Trina e uma	Machado de Assis	1863.0	Male	1800.0
Trio em Lá Menor	Machado de Assis	1863.0	Male	1800.0
Triunfo da Morte	Francesco Petrarca	1374.0	Male	1300.0
Troca de datas	Machado de Assis	1882.0	Male	1800.0
Tropas e boiadas	Hugo de Carvalho Ramos	1908.0	Male	1900.0
Três Gênios de Secretária	Afonso Henriques de Lima Barreto	1911.0	Male	1900.0
Três conseqüências	Machado de Assis	1882.0	Male	1800.0
Três tesouros perdidos	Machado de Assis	1863.0	Male	1800.0
Tu, só tu, puro amor	Machado de Assis	1863.0	Male	1800.0
Tubarão com a faca nas costas. (Coleção literatura para todos; v.3)	Cezar Dias	2008.0	Male	2000.0
Ubirajara	José de Alencar	1874.0	Male	1800.0
Um Apólogo	Machado de Assis	1882.0	Male	1800.0
Um Assovio	Qorpo Santo	1866.0	Male	1800.0
Um Cacete	Artur Azevedo	1886.0	Male	1800.0
Um Capitão de Voluntários	Machado de Assis	1867.0	Male	1800.0
Um Capricho	Artur Azevedo	1886.0	Male	1800.0
Um Credor da Fazenda Nacional	Qorpo Santo	1878.0	Male	1800.0
Um Desastre	Artur Azevedo	1890.0	Male	1800.0
Um Don Juan de Província	Artur Azevedo	1882.0	Male	1800.0
Um Erradio	Machado de Assis	1882.0	Male	1800.0
Um Especialista	Afonso Henriques de Lima Barreto	1911.0	Male	1900.0
Um Homem Célebre	Machado de Assis	1888.0	Male	1800.0
Um Que Vendeu a Sua Alma	Afonso Henriques de Lima Barreto	1913.0	Male	1900.0
Um Sarau no Paço de São Cristóvão	Paulo Setúbal	1912.0	Male	1900.0
Um almoço	Machado de Assis	1885.0	Male	1800.0
Um ambicioso	Machado de Assis	1882.0	Male	1800.0
Um ciclone na Paulicéia: Oswald de Andrade e os limites da vida intelectual em São Paulo (1900 - 1950)	Rubens de Oliveira Martins	2008.0	Male	2000.0
Um cão de lata ao rabo	Machado de Assis	1882.0	Male	1800.0
Um dedo de prosa, um pouco de verso	William Henrique Stutz	2008.0	Male	2000.0
Um dia de entrudo	Machado de Assis	1863.0	Male	1800.0
Um dístico	Machado de Assis	1871.0	Male	1800.0
Um esqueleto	Machado de Assis	1889.0	Male	1800.0
Um estudo de relatos de pesquisa em análise de gênero	Patrícia Marcuzzo	2008.0	Female	2000.0
Um homem superior	Machado de Assis	1870.0	Male	1800.0
Um incêndio	Machado de Assis	1875.0	Male	1800.0
Um melodrama em Santo Tirso	M. Pinheiro Chagas	1886.0	Male	1800.0
Um parto	Qorpo Santo	1886.0	Male	1800.0
Um quarto de século	Machado de Assis	1896.0	Male	1800.0
Um raio de luar	Antônio Frederico de Castro Alves	1871.0	Male	1800.0
Um sonho	Auta de Sousa	1885.0	Female	1800.0
Um sonho e outro sonho	Machado de Assis	1863.0	Male	1800.0
Uma Aposta	Artur Azevedo	1896.0	Male	1800.0
Uma Campanha Alegre - Volume I	José Maria Eça de Queirós	1871.0	Male	1800.0
Uma Carga de Sono	Artur Azevedo	1902.0	Male	1900.0
Uma Estação no Inferno	Arthur Rimbaud	1873.0	Male	1800.0
Uma Lágrima de Mulher	Aluísio Azevedo	1879.0	Male	1800.0
Uma Praga Rogada nas Escadarias da Fôrca	Camilo Castelo Branco	1861.0	Male	1800.0
Uma Pupila Rica	Joaquim Manuel de Macedo	1863.0	Male	1800.0
Uma Senhora	Machado de Assis	1887.0	Male	1800.0
Uma Visita de Alcebíades	Machado de Assis	1863.0	Male	1800.0
Uma Véspera de Reis	Artur Azevedo	1895.0	Male	1800.0
Uma carta	Machado de Assis	1882.0	Male	1800.0
Uma excursão milagrosa	Machado de Assis	1861.0	Male	1800.0
Uma loureira	Machado de Assis	1871.0	Male	1800.0
Uma noite	Machado de Assis	1885.0	Male	1800.0
