word	female	male	unknown	total	skewness	pct_f	pct_m	chi2	p_value	pmi_f	pmi_m	pmi_u	century
chamado	5	9	0	14	0.053833387752068	2.9217383174293376e-05	2.623233689315861e-05	3.895652173913043	0.0484112398439837	0.2616322135095953	0.153861249467908	0.0	18th
costumado	3	1	0	4	0.7148755201412867	1.7530429904576026e-05	2.914704099239845e-06	2.1333333333333333	0.1441270348160111	1.0035695582389723	-0.7906003593729435	0.0	18th
admirado	6	11	1	18	0.0446811431401769	3.506085980915205e-05	3.2061745091638294e-05	3.4265582821150247	0.0641556703794906	0.1926393420226439	0.1032175166491529	-1.141060243271671	18th
consertado	0	2	0	2	-1.0	0.0	5.82940819847969e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
maniqueu	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
interino	0	5	0	5	-1.0	0.0	1.4573520496199226e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
vitorioso	1	2	0	3	0.0012052236083752	5.843476634858675e-06	5.82940819847969e-06	0.0	1.0	0.1926393420226439	0.1902288936387828	0.0	18th
prejudicial	0	3	0	3	-1.0	0.0	8.744112297719536e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
zangado	9	35	0	44	-0.3196730729592921	5.259128971372808e-05	0.0001020146434733	7.921237693389592	0.0048857837262774	-0.2957134258912882	0.3668524293180995	0.0	18th
acanhado	0	3	0	3	-1.0	0.0	8.744112297719536e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
assombrado	5	7	0	12	0.1776380306292705	2.9217383174293376e-05	2.040292869467892e-05	4.042105263157895	0.0443784273454869	0.4157828933368536	0.05669750101426	0.0	18th
absorto	3	6	0	9	0.0012052236083752	1.7530429904576026e-05	1.748822459543907e-05	1.6	0.2059032107320647	0.1926393420226439	0.1902288936387826	0.0	18th
balbuciante	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
vistoso	0	9	0	9	-1.0	0.0	2.623233689315861e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
meditativo	1	1	0	2	0.3344042129909629	5.843476634858675e-06	2.914704099239845e-06	0.0	1.0	0.5981044501308083	-0.0974531788129981	0.0	18th
parado	4	17	0	21	-0.3589505180215056	2.33739065394347e-05	4.954996968707737e-05	2.486842105263157	0.1148018645811329	-0.3669764459127786	0.3843849080797402	0.0	18th
arrependido	9	25	1	35	-0.1616171832268156	5.259128971372808e-05	7.286760248099613e-05	6.197916666666668	0.0127900773434037	-0.0668718534624407	0.2592217651257342	-1.80603654686492	18th
farto	4	7	0	11	0.0678664373262097	2.33739065394347e-05	2.040292869467892e-05	2.75	0.0972544284390033	0.2796507190122735	0.1437088780038898	0.0	18th
marcado	3	1	0	4	0.7148755201412867	1.7530429904576026e-05	2.914704099239845e-06	2.1333333333333333	0.1441270348160111	1.0035695582389723	-0.7906003593729435	0.0	18th
franca	6	3	0	9	0.6007707857278665	3.506085980915205e-05	8.744112297719536e-06	6.250000000000001	0.0124193306515522	0.8857865225825892	-0.5029182869211627	0.0	18th
favorecido	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
encaminhado	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
real	4	13	0	17	-0.2369580114843949	2.33739065394347e-05	3.789115329011799e-05	2.55	0.1102942552445544	-0.1556673522455718	0.3274300151522679	0.0	18th
sensato	2	7	0	9	-0.2716113270417119	1.168695326971735e-05	2.040292869467892e-05	0.5625	0.4532547047537363	-0.2128257660855206	0.3443795734660409	0.0	18th
desperto	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
regular	11	6	0	17	0.5722396940147318	6.427824298344543e-05	1.748822459543907e-05	13.438735177865611	0.0002464817441985	0.855933559432908	-0.4457598730812138	0.0	18th
pitoresco	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
ladrona	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
mentiroso	2	2	0	4	0.3344042129909629	1.168695326971735e-05	5.82940819847969e-06	0.6666666666666666	0.4142161782425251	0.5981044501308083	-0.0974531788129981	0.0	18th
comprometedor	1	1	0	2	0.3344042129909629	5.843476634858675e-06	2.914704099239845e-06	0.0	1.0	0.5981044501308083	-0.0974531788129981	0.0	18th
virado	0	3	0	3	-1.0	0.0	8.744112297719536e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
suado	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
vasto	7	5	0	12	0.4746184766327395	4.0904336444010726e-05	1.4573520496199226e-05	7.260504201680673	0.0070487498871295	0.7522551299580665	-0.2797747356069527	0.0	18th
entendido	6	7	0	13	0.2642792984374064	3.506085980915205e-05	2.040292869467892e-05	5.416666666666667	0.019945403395459	0.5180617424572718	-0.0233452066592762	0.0	18th
armado	1	7	0	8	-0.554721756256469	5.843476634858675e-06	2.040292869467892e-05	0.0	1.0	-0.7881899109890823	0.4621626091224245	0.0	18th
sujeito	8	4	0	12	0.6007707857278664	4.67478130788694e-05	1.165881639695938e-05	9.1875	0.002436734808989	0.8857865225825892	-0.5029182869211625	0.0	18th
rouco	4	7	0	11	0.0678664373262097	2.33739065394347e-05	2.040292869467892e-05	2.75	0.0972544284390033	0.2796507190122735	0.1437088780038898	0.0	18th
desesperado	9	23	1	33	-0.1207637455766497	5.259128971372808e-05	6.703819428251644e-05	6.291599921218487	0.012131149804518	-0.0080313534395072	0.2346806562096164	-1.7471960468419865	18th
carregado	1	2	0	3	0.0012052236083752	5.843476634858675e-06	5.82940819847969e-06	0.0	1.0	0.1926393420226439	0.1902288936387828	0.0	18th
azul	16	3	0	19	0.828948852377415	9.34956261577388e-05	8.744112297719536e-06	24.289772727272727	8.287794202673086e-07	1.1194013737640944	-1.2501326887513835	0.0	18th
formoso	91	24	0	115	0.7674860547475	0.0005317563737721	6.995289838175629e-05	147.28437030595302	6.8009072821082196e-34	1.0571790088443536	-0.9711842962683572	0.0	18th
saboroso	0	2	0	2	-1.0	0.0	5.82940819847969e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
danado	0	2	0	2	-1.0	0.0	5.82940819847969e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
engasgado	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
escultural	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
impudico	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
desacompanhado	0	2	0	2	-1.0	0.0	5.82940819847969e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
idoso	11	6	0	17	0.5722396940147318	6.427824298344543e-05	1.748822459543907e-05	13.438735177865611	0.0002464817441985	0.855933559432908	-0.4457598730812138	0.0	18th
alheio	4	17	0	21	-0.3589505180215056	2.33739065394347e-05	4.954996968707737e-05	2.486842105263157	0.1148018645811329	-0.3669764459127786	0.3843849080797402	0.0	18th
rodeado	1	3	0	4	-0.1988427063764404	5.843476634858675e-06	8.744112297719536e-06	0.0	1.0	-0.095042730429137	0.3080119292951663	0.0	18th
importuno	3	5	0	8	0.0921042230461892	1.7530429904576026e-05	1.4573520496199226e-05	1.641025641025641	0.2001848041775755	0.3104223776790272	0.1256903725012118	0.0	18th
arrojado	0	11	0	11	-1.0	0.0	3.2061745091638294e-05	0.0	0.0	0.0	0.595694001746947	0.0	18th
embasbacado	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
talentoso	0	2	0	2	-1.0	0.0	5.82940819847969e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
imperioso	1	3	0	4	-0.1988427063764404	5.843476634858675e-06	8.744112297719536e-06	0.0	1.0	-0.095042730429137	0.3080119292951663	0.0	18th
iminente	0	5	0	5	-1.0	0.0	1.4573520496199226e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
melodioso	2	1	0	3	0.6007707857278664	1.168695326971735e-05	2.914704099239845e-06	0.75	0.3864762307712325	0.8857865225825892	-0.5029182869211625	0.0	18th
tratante	1	5	0	6	-0.4275870641163285	5.843476634858675e-06	1.4573520496199226e-05	0.0	1.0	-0.5005078385373014	0.4133724449529926	0.0	18th
quente	5	16	0	21	-0.2296278732225359	2.9217383174293376e-05	4.663526558783752e-05	3.6324324324324326	0.0566639428785643	-0.1438328945985689	0.3237602862633054	0.0	18th
despeitado	0	9	0	9	-1.0	0.0	2.623233689315861e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
tamanha	6	10	0	16	0.0921042230461892	3.506085980915205e-05	2.914704099239845e-05	5.128205128205129	0.0235400582611779	0.3104223776790272	0.1256903725012118	0.0	18th
atencioso	2	2	0	4	0.3344042129909629	1.168695326971735e-05	5.82940819847969e-06	0.6666666666666666	0.4142161782425251	0.5981044501308083	-0.0974531788129981	0.0	18th
perdida	0	4	0	4	-1.0	0.0	1.165881639695938e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
maligno	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
confiado	1	5	0	6	-0.4275870641163285	5.843476634858675e-06	1.4573520496199226e-05	0.0	1.0	-0.5005078385373014	0.4133724449529926	0.0	18th
salutar	1	2	0	3	0.0012052236083752	5.843476634858675e-06	5.82940819847969e-06	0.0	1.0	0.1926393420226439	0.1902288936387828	0.0	18th
suspeito	7	7	0	14	0.3344042129909629	4.0904336444010726e-05	2.040292869467892e-05	6.857142857142857	0.0088287609528186	0.5981044501308083	-0.0974531788129981	0.0	18th
misericordioso	1	13	0	14	-0.7327757593978638	5.843476634858675e-06	3.789115329011799e-05	0.0	1.0	-1.347805698924505	0.5215860295932252	0.0	18th
pechoso	0	2	0	2	-1.0	0.0	5.82940819847969e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
respeitado	1	4	0	5	-0.3322615928969299	5.843476634858675e-06	1.165881639695938e-05	0.0	1.0	-0.3181862817433468	0.3725504504327372	0.0	18th
gelado	2	1	0	3	0.6007707857278664	1.168695326971735e-05	2.914704099239845e-06	0.75	0.3864762307712325	0.8857865225825892	-0.5029182869211625	0.0	18th
denso	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
surdo	11	3	0	14	0.7605086205710225	6.427824298344543e-05	8.744112297719536e-06	14.973262032085564	0.0001090453859517	1.0500895738738656	-0.9447510392002018	0.0	18th
informe	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
errante	9	14	0	23	0.1261862132829627	5.259128971372808e-05	4.080585738935784e-05	8.84084084084084	0.0029456340335146	0.3529819920978233	0.099257115433056	0.0	18th
moderno	3	11	0	14	-0.2930162911421314	1.7530429904576026e-05	3.2061745091638294e-05	1.4933333333333332	0.221699993764873	-0.2491934102563953	0.3545319449300591	0.0	18th
novel	0	5	0	5	-1.0	0.0	1.4573520496199226e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
tremente	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
santo	14	18	0	32	0.2185392695459809	8.180867288802145e-05	5.246467378631721e-05	15.45142857142857	8.465293164335746e-05	0.4645730575062856	0.0203298568433854	0.0	18th
convulsivo	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
saudoso	3	5	0	8	0.0921042230461892	1.7530429904576026e-05	1.4573520496199226e-05	1.641025641025641	0.2001848041775755	0.3104223776790272	0.1256903725012118	0.0	18th
enraivecido	0	2	0	2	-1.0	0.0	5.82940819847969e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
provinciano	1	5	0	6	-0.4275870641163285	5.843476634858675e-06	1.4573520496199226e-05	0.0	1.0	-0.5005078385373014	0.4133724449529926	0.0	18th
manifesto	0	4	0	4	-1.0	0.0	1.165881639695938e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
humano	7	21	0	28	-0.1988427063764403	4.0904336444010726e-05	6.120878608403675e-05	5.877551020408164	0.0153351370380076	-0.095042730429137	0.3080119292951662	0.0	18th
distante	12	7	0	19	0.5492293187566522	7.01217196183041e-05	2.040292869467892e-05	14.737179487179487	0.0001235850263117	0.8317193013123134	-0.4028348283641799	0.0	18th
idiota	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
cansativo	0	2	0	2	-1.0	0.0	5.82940819847969e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
adequado	5	3	0	8	0.5393167635260246	2.9217383174293376e-05	8.744112297719536e-06	4.654545454545454	0.0309714316508462	0.8212480014450181	-0.3851352512647789	0.0	18th
ruim	2	6	0	8	-0.1988427063764404	1.168695326971735e-05	1.748822459543907e-05	0.5714285714285714	0.4496917979688908	-0.095042730429137	0.3080119292951663	0.0	18th
comunicativo	3	5	0	8	0.0921042230461892	1.7530429904576026e-05	1.4573520496199226e-05	1.641025641025641	0.2001848041775755	0.3104223776790272	0.1256903725012118	0.0	18th
soberano	2	8	0	10	-0.3322615928969299	1.168695326971735e-05	2.331763279391876e-05	0.5555555555555556	0.456056540250256	-0.3181862817433468	0.3725504504327372	0.0	18th
especial	0	6	0	6	-1.0	0.0	1.748822459543907e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
polido	0	6	0	6	-1.0	0.0	1.748822459543907e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
parecido	1	13	0	14	-0.7327757593978638	5.843476634858675e-06	3.789115329011799e-05	0.0	1.0	-1.347805698924505	0.5215860295932252	0.0	18th
nojoso	0	3	0	3	-1.0	0.0	8.744112297719536e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
dado	2	3	0	5	0.144037566826085	1.168695326971735e-05	8.744112297719536e-06	0.625	0.4291953004403492	0.3749608988165985	0.0848683779809563	0.0	18th
terno	3	12	0	15	-0.33226159289693	1.7530429904576026e-05	3.497644919087814e-05	1.4814814814814814	0.2235428745713169	-0.3181862817433466	0.3725504504327374	0.0	18th
obtuso	0	4	0	4	-1.0	0.0	1.165881639695938e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
comido	0	4	0	4	-1.0	0.0	1.165881639695938e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
travesso	0	3	0	3	-1.0	0.0	8.744112297719536e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
inconveniente	2	6	0	8	-0.1988427063764404	1.168695326971735e-05	1.748822459543907e-05	0.5714285714285714	0.4496917979688908	-0.095042730429137	0.3080119292951663	0.0	18th
sabida	0	2	0	2	-1.0	0.0	5.82940819847969e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
fogoso	0	4	0	4	-1.0	0.0	1.165881639695938e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
direita	0	3	0	3	-1.0	0.0	8.744112297719536e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
singelo	2	2	0	4	0.3344042129909629	1.168695326971735e-05	5.82940819847969e-06	0.6666666666666666	0.4142161782425251	0.5981044501308083	-0.0974531788129981	0.0	18th
sozinha	2	2	0	4	0.3344042129909629	1.168695326971735e-05	5.82940819847969e-06	0.6666666666666666	0.4142161782425251	0.5981044501308083	-0.0974531788129981	0.0	18th
ocioso	2	10	0	12	-0.4275870641163285	1.168695326971735e-05	2.914704099239845e-05	0.5454545454545454	0.4601809354471201	-0.5005078385373014	0.4133724449529926	0.0	18th
incompetente	0	3	0	3	-1.0	0.0	8.744112297719536e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
meia	4	9	0	13	-0.0576223909719759	2.33739065394347e-05	2.623233689315861e-05	2.659090909090909	0.102959564767238	0.1125966343491073	0.2279692216216299	0.0	18th
encerrado	2	3	0	5	0.144037566826085	1.168695326971735e-05	8.744112297719536e-06	0.625	0.4291953004403492	0.3749608988165985	0.0848683779809563	0.0	18th
compassivo	1	4	0	5	-0.3322615928969299	5.843476634858675e-06	1.165881639695938e-05	0.0	1.0	-0.3181862817433468	0.3725504504327372	0.0	18th
honrado	4	28	0	32	-0.554721756256469	2.33739065394347e-05	8.161171477871567e-05	2.4000000000000004	0.121335250358482	-0.7881899109890823	0.4621626091224245	0.0	18th
ortodoxo	0	2	0	2	-1.0	0.0	5.82940819847969e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
exigente	1	3	0	4	-0.1988427063764404	5.843476634858675e-06	8.744112297719536e-06	0.0	1.0	-0.095042730429137	0.3080119292951663	0.0	18th
altanado	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
animado	6	5	0	11	0.4127650871616504	3.506085980915205e-05	1.4573520496199226e-05	5.729166666666667	0.0166853985940567	0.685115827120438	-0.192763358617323	0.0	18th
atrasado	0	4	0	4	-1.0	0.0	1.165881639695938e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
extravagante	2	6	0	8	-0.1988427063764404	1.168695326971735e-05	1.748822459543907e-05	0.5714285714285714	0.4496917979688908	-0.095042730429137	0.3080119292951663	0.0	18th
recluso	0	7	0	7	-1.0	0.0	2.040292869467892e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
trivial	0	2	0	2	-1.0	0.0	5.82940819847969e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
escrupuloso	0	18	0	18	-1.0	0.0	5.246467378631721e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
instrutivo	0	2	0	2	-1.0	0.0	5.82940819847969e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
intercalar	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
desigual	2	3	0	5	0.144037566826085	1.168695326971735e-05	8.744112297719536e-06	0.625	0.4291953004403492	0.3749608988165985	0.0848683779809563	0.0	18th
negativo	1	3	0	4	-0.1988427063764404	5.843476634858675e-06	8.744112297719536e-06	0.0	1.0	-0.095042730429137	0.3080119292951663	0.0	18th
gratuito	0	7	0	7	-1.0	0.0	2.040292869467892e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
estudioso	0	4	0	4	-1.0	0.0	1.165881639695938e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
reduzido	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
desgostoso	2	10	0	12	-0.4275870641163285	1.168695326971735e-05	2.914704099239845e-05	0.5454545454545454	0.4601809354471201	-0.5005078385373014	0.4133724449529926	0.0	18th
desejado	0	5	0	5	-1.0	0.0	1.4573520496199226e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
doudo	0	2	0	2	-1.0	0.0	5.82940819847969e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
libertino	1	4	0	5	-0.3322615928969299	5.843476634858675e-06	1.165881639695938e-05	0.0	1.0	-0.3181862817433468	0.3725504504327372	0.0	18th
vinda	1	4	1	6	-0.3322615928969299	5.843476634858675e-06	1.165881639695938e-05	0.0	1.0	-0.5005078385373014	0.1902288936387828	-0.0424479546035612	18th
importante	4	15	0	19	-0.3032538381653469	2.33739065394347e-05	4.372056148859768e-05	2.514705882352941	0.1127886750472276	-0.2668929873557962	0.3593052236827168	0.0	18th
azafamado	0	3	0	3	-1.0	0.0	8.744112297719536e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
peitado	0	3	0	3	-1.0	0.0	8.744112297719536e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
lavrador	0	15	0	15	-1.0	0.0	4.372056148859768e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
plano	0	4	0	4	-1.0	0.0	1.165881639695938e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
convicto	2	6	0	8	-0.1988427063764404	1.168695326971735e-05	1.748822459543907e-05	0.5714285714285714	0.4496917979688908	-0.095042730429137	0.3080119292951663	0.0	18th
resoluto	0	2	0	2	-1.0	0.0	5.82940819847969e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
inclinada	0	2	0	2	-1.0	0.0	5.82940819847969e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
comerciante	0	9	0	9	-1.0	0.0	2.623233689315861e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
indiscreto	6	5	0	11	0.4127650871616504	3.506085980915205e-05	1.4573520496199226e-05	5.729166666666667	0.0166853985940567	0.685115827120438	-0.192763358617323	0.0	18th
seguinte	8	27	0	35	-0.2546872532752152	4.67478130788694e-05	7.869701067947581e-05	6.915322580645161	0.0085460223129872	-0.1846548891188241	0.3361828062618625	0.0	18th
imaginativo	0	2	0	2	-1.0	0.0	5.82940819847969e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
educado	2	5	0	7	-0.1099206073817428	1.168695326971735e-05	1.4573520496199226e-05	0.5833333333333334	0.4450087187467361	0.0384886621953856	0.2592217651257342	0.0	18th
superior	1	9	0	10	-0.635645928060121	5.843476634858675e-06	2.623233689315861e-05	0.0	1.0	-1.011333462303292	0.4903334860891208	0.0	18th
ereto	0	5	0	5	-1.0	0.0	1.4573520496199226e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
galharda	0	2	0	2	-1.0	0.0	5.82940819847969e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
nomeado	0	2	0	2	-1.0	0.0	5.82940819847969e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
menino	0	6	0	6	-1.0	0.0	1.748822459543907e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
vadio	2	7	0	9	-0.2716113270417119	1.168695326971735e-05	2.040292869467892e-05	0.5625	0.4532547047537363	-0.2128257660855206	0.3443795734660409	0.0	18th
gracioso	8	6	0	14	0.4555011414586807	4.67478130788694e-05	1.748822459543907e-05	8.575	0.00340809957091	0.7316358427553309	-0.2516038586402564	0.0	18th
velhaco	2	2	0	4	0.3344042129909629	1.168695326971735e-05	5.82940819847969e-06	0.6666666666666666	0.4142161782425251	0.5981044501308083	-0.0974531788129981	0.0	18th
bem-feito	0	2	0	2	-1.0	0.0	5.82940819847969e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
sensual	0	3	0	3	-1.0	0.0	8.744112297719536e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
peco	0	2	0	2	-1.0	0.0	5.82940819847969e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
afiado	0	6	0	6	-1.0	0.0	1.748822459543907e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
oportuna	2	3	0	5	0.144037566826085	1.168695326971735e-05	8.744112297719536e-06	0.625	0.4291953004403492	0.3749608988165985	0.0848683779809563	0.0	18th
satisfeita	3	1	0	4	0.7148755201412867	1.7530429904576026e-05	2.914704099239845e-06	2.1333333333333333	0.1441270348160111	1.0035695582389723	-0.7906003593729435	0.0	18th
instalado	0	3	0	3	-1.0	0.0	8.744112297719536e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
comum	6	10	0	16	0.0921042230461892	3.506085980915205e-05	2.914704099239845e-05	5.128205128205129	0.0235400582611779	0.3104223776790272	0.1256903725012118	0.0	18th
rival	8	17	0	25	-0.0290988694414559	4.67478130788694e-05	4.954996968707737e-05	7.291666666666667	0.0069275179772265	0.1518173475023887	0.2100315209349622	0.0	18th
pecador	0	4	0	4	-1.0	0.0	1.165881639695938e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
oitavo	0	3	0	3	-1.0	0.0	8.744112297719536e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
pernambucano	0	2	0	2	-1.0	0.0	5.82940819847969e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
rara	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
zonzo	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
gigantesco	0	5	0	5	-1.0	0.0	1.4573520496199226e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
improviso	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
abundante	0	2	0	2	-1.0	0.0	5.82940819847969e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
branco	47	40	0	87	0.4039940835099956	0.0002746434018383	0.0001165881639695	61.68269391857932	4.0351126476533e-15	0.6754911137462285	-0.1813346627937002	0.0	18th
amarelo	4	8	0	12	0.0012052236083752	2.33739065394347e-05	2.331763279391876e-05	2.7	0.1003482464622905	0.1926393420226439	0.1902288936387828	0.0	18th
prostituta	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
mole	1	7	0	8	-0.554721756256469	5.843476634858675e-06	2.040292869467892e-05	0.0	1.0	-0.7881899109890823	0.4621626091224245	0.0	18th
sagrado	3	8	1	12	-0.1416763123396789	1.7530429904576026e-05	2.331763279391876e-05	0.537062937062937	0.4636524958693837	-0.095042730429137	0.1902288936387828	-0.7355951351635066	18th
raivoso	0	7	0	7	-1.0	0.0	2.040292869467892e-05	0.0	0.0	0.0	0.5956940017469472	0.0	18th
integrante	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
calvo	5	16	0	21	-0.2296278732225359	2.9217383174293376e-05	4.663526558783752e-05	3.6324324324324326	0.0566639428785643	-0.1438328945985689	0.3237602862633054	0.0	18th
agitado	3	6	0	9	0.0012052236083752	1.7530429904576026e-05	1.748822459543907e-05	1.6	0.2059032107320647	0.1926393420226439	0.1902288936387826	0.0	18th
desonroso	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
opulento	1	3	0	4	-0.1988427063764404	5.843476634858675e-06	8.744112297719536e-06	0.0	1.0	-0.095042730429137	0.3080119292951663	0.0	18th
virgem	1	6	0	7	-0.4990955372537912	5.843476634858675e-06	1.748822459543907e-05	0.0	1.0	-0.6546585183645597	0.4415433219196889	0.0	18th
sedutora	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
comprometido	1	5	0	6	-0.4275870641163285	5.843476634858675e-06	1.4573520496199226e-05	0.0	1.0	-0.5005078385373014	0.4133724449529926	0.0	18th
desonrado	1	2	0	3	0.0012052236083752	5.843476634858675e-06	5.82940819847969e-06	0.0	1.0	0.1926393420226439	0.1902288936387828	0.0	18th
lento	1	11	0	12	-0.691679596176909	5.843476634858675e-06	3.2061745091638294e-05	0.0	1.0	-1.1936550190972468	0.5086826247573174	0.0	18th
altivo	9	15	0	24	0.0921042230461892	5.259128971372808e-05	4.372056148859768e-05	8.752136752136751	0.0030923950880455	0.3104223776790274	0.1256903725012116	0.0	18th
ideal	1	16	0	17	-0.7773011933075078	5.843476634858675e-06	4.663526558783752e-05	0.0	1.0	-1.5419617133654624	0.5350693799305123	0.0	18th
potente	0	1	0	1	-1.0	0.0	2.914704099239845e-06	0.0	0.0	0.0	0.5956940017469472	0.0	18th
